Tipo_Ataque,Tasa_Ocurrencia (%),Vector_Infeccion,Nivel_Impacto (1-10),Tiempo_Recuperacion (horas),Costo_Recuperacion (USD)
Botnet,25,Correo electrónico,8,98,1147
Phishing,95,Ingeniería social,5,9,7946
Ataque DDoS,56,Vulnerabilidad de red,7,21,10223
Gusano (Worm),37,USB,6,71,15455
Gusano (Worm),41,Vulnerabilidad de red,8,140,4144
Phishing,89,Sitio web comprometido,4,72,14401
Botnet,22,Sitio web comprometido,9,69,2013
Virus,36,Descarga de archivos,6,55,7525
Rootkit,30,Vulnerabilidad de red,10,131,24708
Ransomware,22,Correo electrónico,7,84,40158
Phishing,62,Ingeniería social,7,85,1492
Troyano,56,Correo electrónico,7,88,17786
Ransomware,37,Vulnerabilidad de red,10,429,15215
Virus,34,Correo electrónico,7,54,906
Adware,49,Sitio web comprometido,1,10,932
Troyano,28,Correo electrónico,7,39,10480
Spyware,36,Sitio web comprometido,5,15,3163
Virus,82,Correo electrónico,6,29,5711
Gusano (Worm),58,Vulnerabilidad de red,8,105,10211
Troyano,44,Sitio web comprometido,5,83,10027
Troyano,49,Descarga de archivos,9,24,534
Troyano,52,Descarga de archivos,6,43,13349
Spyware,31,Descarga de archivos,7,14,3503
Troyano,30,Descarga de archivos,7,68,10780
Adware,53,Descarga de archivos,4,19,1882
Ransomware,18,Sitio web comprometido,10,105,11244
Gusano (Worm),45,Correo electrónico,7,76,10372
Ataque DDoS,22,Sitio web comprometido,6,175,9326
Gusano (Worm),48,USB,7,88,9027
Spyware,59,Descarga de archivos,7,9,3825
Troyano,28,Ingeniería social,5,91,14279
Rootkit,11,Sitio web comprometido,7,211,31779
Gusano (Worm),22,Vulnerabilidad de red,6,122,865
Virus,78,Descarga de archivos,3,45,4822
Phishing,49,Ingeniería social,4,47,11463
Spyware,52,Descarga de archivos,6,11,3162
Adware,57,Correo electrónico,2,16,245
Botnet,41,Vulnerabilidad de red,6,145,3014
Phishing,40,Correo electrónico,7,5,13578
Gusano (Worm),47,Vulnerabilidad de red,7,135,2834
Virus,85,Sitio web comprometido,5,53,1217
Virus,79,Descarga de archivos,7,5,4660
Adware,40,Sitio web comprometido,1,20,305
Virus,30,USB,5,34,3885
Ransomware,41,Correo electrónico,8,253,37145
Ataque DDoS,37,Ingeniería social,8,149,32763
Gusano (Worm),50,Sitio web comprometido,8,8,16420
Ataque DDoS,18,Ingeniería social,10,55,12022
Virus,58,Correo electrónico,7,55,4282
Phishing,83,Correo electrónico,5,94,8738
Ransomware,38,Descarga de archivos,10,182,26662
Virus,34,Descarga de archivos,5,23,5895
Adware,72,Correo electrónico,1,13,597
Troyano,46,Descarga de archivos,7,11,7340
Adware,52,Sitio web comprometido,4,16,1344
Gusano (Worm),34,Correo electrónico,8,84,9516
Phishing,99,Correo electrónico,8,47,8601
Gusano (Worm),46,Correo electrónico,5,11,18828
Gusano (Worm),38,Vulnerabilidad de red,8,88,2063
Spyware,23,Descarga de archivos,6,12,3167
Spyware,57,Descarga de archivos,4,60,3924
Ataque DDoS,40,Ingeniería social,7,176,7581
Spyware,55,Sitio web comprometido,5,11,5319
Virus,60,Descarga de archivos,3,44,2749
Spyware,45,Correo electrónico,5,33,5424
Adware,72,Descarga de archivos,3,11,1869
Rootkit,27,Descarga de archivos,8,286,35836
Phishing,68,Correo electrónico,4,77,9795
Phishing,86,Sitio web comprometido,6,41,2296
Troyano,35,Ingeniería social,6,36,15652
Virus,37,Descarga de archivos,6,49,7205
Phishing,82,Ingeniería social,8,26,2693
Phishing,45,Correo electrónico,7,90,5287
Ataque DDoS,41,Sitio web comprometido,8,148,4866
Virus,75,Descarga de archivos,6,14,5730
Phishing,59,Correo electrónico,7,96,12077
Gusano (Worm),61,Vulnerabilidad de red,8,21,9107
Ransomware,13,Vulnerabilidad de red,10,196,5333
Troyano,58,Sitio web comprometido,6,40,3781
Ataque DDoS,56,Vulnerabilidad de red,9,112,22702
Phishing,61,Correo electrónico,6,63,10807
Adware,32,Sitio web comprometido,4,11,345
Adware,79,Descarga de archivos,4,5,1889
Ransomware,17,Vulnerabilidad de red,8,66,48193
Ransomware,35,Sitio web comprometido,10,453,20409
Phishing,69,Correo electrónico,4,28,6683
Adware,56,Sitio web comprometido,4,8,1405
Troyano,32,Sitio web comprometido,7,40,14441
Adware,90,Descarga de archivos,2,6,1371
Spyware,54,Descarga de archivos,4,19,1933
Troyano,62,Ingeniería social,9,96,7757
Phishing,86,Ingeniería social,7,26,4854
Ataque DDoS,32,Ingeniería social,8,97,20278
Gusano (Worm),26,Vulnerabilidad de red,9,64,18818
Rootkit,25,Sitio web comprometido,9,191,11893
Spyware,51,USB,7,43,4825
Troyano,55,Descarga de archivos,8,18,11564
Virus,85,Descarga de archivos,7,76,1095
Ataque DDoS,51,Ingeniería social,8,87,32711
Ransomware,22,Correo electrónico,10,192,18602
Botnet,41,Vulnerabilidad de red,8,154,988
Gusano (Worm),54,Vulnerabilidad de red,6,107,15364
Phishing,89,Correo electrónico,8,65,13977
Phishing,86,Correo electrónico,7,36,5935
Botnet,49,Vulnerabilidad de red,8,39,4504
Gusano (Worm),53,Sitio web comprometido,6,93,19758
Ataque DDoS,44,Sitio web comprometido,10,25,24653
Phishing,66,Ingeniería social,4,79,1603
Phishing,46,Correo electrónico,7,95,2857
Botnet,28,Sitio web comprometido,7,171,9442
Gusano (Worm),49,USB,9,116,6391
Rootkit,14,USB,10,158,22095
Adware,75,Descarga de archivos,2,8,1074
Virus,34,Descarga de archivos,3,55,4091
Gusano (Worm),27,Correo electrónico,7,133,16794
Phishing,73,Ingeniería social,7,71,2017
Phishing,98,Sitio web comprometido,6,63,11088
Adware,86,Descarga de archivos,4,18,1868
Phishing,88,Correo electrónico,7,46,4246
Phishing,46,Sitio web comprometido,8,79,2344
Ataque DDoS,21,Sitio web comprometido,7,62,28882
Troyano,29,Descarga de archivos,7,48,17003
Ataque DDoS,21,Vulnerabilidad de red,8,122,6570
Virus,61,Descarga de archivos,7,70,1935
Botnet,31,Correo electrónico,8,191,22454
Gusano (Worm),39,Vulnerabilidad de red,6,22,8392
Phishing,89,Ingeniería social,5,31,11800
Rootkit,16,Sitio web comprometido,8,153,15553
Adware,40,Sitio web comprometido,1,18,1216
Virus,72,Descarga de archivos,7,30,338
Spyware,21,Descarga de archivos,4,11,4797
Phishing,90,Ingeniería social,8,84,10745
Phishing,67,Ingeniería social,8,81,1190
Phishing,100,Correo electrónico,6,29,8699
Ataque DDoS,22,Ingeniería social,5,166,7676
Adware,67,Descarga de archivos,4,10,1794
Ataque DDoS,58,Vulnerabilidad de red,8,29,9632
Adware,84,Correo electrónico,1,10,712
Troyano,34,Descarga de archivos,5,100,9695
Spyware,25,Sitio web comprometido,5,58,5556
Adware,65,Descarga de archivos,2,13,699
Phishing,94,Ingeniería social,7,14,12080
Virus,41,Correo electrónico,6,73,7484
Virus,56,Descarga de archivos,5,53,252
Ransomware,38,Vulnerabilidad de red,9,493,10834
Adware,57,Sitio web comprometido,4,2,764
Ransomware,51,Correo electrónico,9,285,16481
Botnet,20,Correo electrónico,7,91,7067
Ransomware,38,Correo electrónico,7,116,7408
Ransomware,50,Correo electrónico,7,310,5790
Virus,74,USB,5,76,2109
Virus,72,Sitio web comprometido,4,34,323
Ataque DDoS,57,Sitio web comprometido,6,103,8169
Phishing,55,Correo electrónico,5,73,6308
Phishing,91,Correo electrónico,4,49,11272
Botnet,39,Vulnerabilidad de red,5,50,4779
Virus,51,Descarga de archivos,7,68,5199
Adware,73,Descarga de archivos,2,14,149
Gusano (Worm),21,Vulnerabilidad de red,6,147,5402
Ransomware,35,Sitio web comprometido,10,301,23277
Ransomware,30,Sitio web comprometido,9,106,35610
Spyware,43,Descarga de archivos,7,44,2376
Spyware,46,Sitio web comprometido,4,30,4310
Troyano,31,Correo electrónico,9,88,6337
Troyano,27,Ingeniería social,6,35,656
Spyware,22,Descarga de archivos,4,40,1889
Phishing,51,Correo electrónico,4,30,6813
Botnet,15,Correo electrónico,7,90,24110
Phishing,77,Ingeniería social,6,81,1526
Botnet,14,Vulnerabilidad de red,7,79,10958
Ataque DDoS,48,Ingeniería social,10,34,8635
Adware,44,Descarga de archivos,2,9,936
Spyware,49,Sitio web comprometido,3,26,4133
Ransomware,30,Correo electrónico,10,386,7145
Ataque DDoS,16,Vulnerabilidad de red,6,33,18566
Virus,71,USB,3,78,2568
Spyware,49,USB,5,21,5772
Rootkit,18,Sitio web comprometido,8,272,14220
Troyano,63,Descarga de archivos,9,106,9140
Rootkit,14,Vulnerabilidad de red,10,218,6300
Phishing,87,Ingeniería social,7,7,12852
Spyware,35,Sitio web comprometido,5,59,1440
Gusano (Worm),49,Vulnerabilidad de red,7,112,4456
Adware,83,Correo electrónico,2,14,986
Virus,66,Descarga de archivos,7,12,4264
Virus,70,Correo electrónico,5,11,2290
Phishing,64,Correo electrónico,4,76,12997
Virus,45,Descarga de archivos,6,19,4006
Troyano,66,Descarga de archivos,8,45,12179
Botnet,35,Vulnerabilidad de red,9,113,6397
Adware,73,Descarga de archivos,3,1,609
Phishing,88,Ingeniería social,8,21,8792
Troyano,26,Descarga de archivos,8,21,9037
Virus,39,Descarga de archivos,7,32,6530
Troyano,68,Descarga de archivos,6,86,12660
Gusano (Worm),39,Vulnerabilidad de red,9,104,13497
Troyano,47,Descarga de archivos,5,53,15202
Ransomware,43,Descarga de archivos,7,437,17170
Virus,49,Correo electrónico,6,59,2832
Adware,80,Correo electrónico,1,3,668
Virus,60,USB,4,45,5125
Phishing,41,Ingeniería social,8,95,9207
Spyware,56,USB,5,5,4423
Spyware,51,Correo electrónico,7,51,3166
Ataque DDoS,44,Sitio web comprometido,7,109,8714
Phishing,44,Ingeniería social,4,32,13722
Gusano (Worm),20,USB,8,55,11920
Ransomware,50,Correo electrónico,10,177,44961
Phishing,50,Correo electrónico,4,55,11420
Adware,52,Descarga de archivos,1,19,1417
Gusano (Worm),48,Correo electrónico,9,8,10648
Troyano,42,Descarga de archivos,8,85,17085
Rootkit,10,Descarga de archivos,10,30,8348
Botnet,12,Descarga de archivos,6,146,12981
Phishing,53,Correo electrónico,7,9,3193
Phishing,50,Ingeniería social,4,85,12473
Ransomware,32,Correo electrónico,9,185,45177
Adware,70,Descarga de archivos,1,7,1213
Botnet,24,Sitio web comprometido,9,77,4567
Spyware,37,Descarga de archivos,5,59,4024
Ataque DDoS,57,Ingeniería social,9,156,25921
Botnet,42,Vulnerabilidad de red,8,129,15429
Botnet,20,Vulnerabilidad de red,7,34,18311
Botnet,44,Vulnerabilidad de red,9,193,5666
Spyware,40,Descarga de archivos,5,39,5334
Phishing,76,Ingeniería social,5,31,6087
Ransomware,35,Vulnerabilidad de red,8,389,45973
Phishing,74,Ingeniería social,7,66,7821
Ransomware,13,Vulnerabilidad de red,8,300,26632
Spyware,47,Descarga de archivos,5,27,5785
Ransomware,21,Correo electrónico,9,71,15212
Adware,57,Sitio web comprometido,4,18,246
Phishing,46,Sitio web comprometido,4,77,13072
Botnet,11,Vulnerabilidad de red,9,35,10337
Adware,74,Descarga de archivos,3,1,1458
Ransomware,10,Correo electrónico,7,391,47112
Adware,85,Sitio web comprometido,2,6,1441
Ataque DDoS,52,Ingeniería social,9,51,19500
Phishing,96,Correo electrónico,7,17,2570
Gusano (Worm),40,Vulnerabilidad de red,6,28,6667
Phishing,93,Correo electrónico,6,60,13430
Rootkit,27,Vulnerabilidad de red,10,289,10483
Adware,40,Sitio web comprometido,2,11,230
Botnet,13,Correo electrónico,8,163,6340
Adware,73,Correo electrónico,4,19,1727
Gusano (Worm),34,USB,7,112,3860
Adware,61,Descarga de archivos,1,7,1625
Ataque DDoS,49,Vulnerabilidad de red,10,100,29297
Troyano,33,Sitio web comprometido,9,100,3119
Ataque DDoS,51,Vulnerabilidad de red,9,68,15234
Troyano,58,Sitio web comprometido,9,119,10668
Spyware,27,Descarga de archivos,5,6,2147
Troyano,61,Sitio web comprometido,9,19,1048
Virus,65,Correo electrónico,7,38,5831
Spyware,58,USB,7,59,2420
Phishing,84,Correo electrónico,4,87,11457
Phishing,48,Correo electrónico,7,53,13019
Phishing,68,Correo electrónico,5,81,11822
Spyware,29,USB,6,46,5370
Adware,83,Descarga de archivos,3,15,1518
Ataque DDoS,30,Ingeniería social,9,92,33145
Rootkit,10,Vulnerabilidad de red,9,116,11172
Phishing,60,Correo electrónico,4,6,8885
Virus,61,Correo electrónico,7,12,2403
Gusano (Worm),63,Vulnerabilidad de red,6,101,2031
Spyware,44,Descarga de archivos,5,29,5209
Adware,57,Descarga de archivos,3,3,1136
Spyware,42,Descarga de archivos,6,4,5916
Spyware,32,Correo electrónico,5,29,3955
Phishing,54,Ingeniería social,6,94,656
Virus,42,Correo electrónico,5,22,3267
Ataque DDoS,19,Sitio web comprometido,10,173,27621
Troyano,65,Descarga de archivos,5,69,12581
Virus,53,Correo electrónico,3,72,7158
Gusano (Worm),59,Vulnerabilidad de red,9,139,3854
Spyware,60,Sitio web comprometido,7,58,3313
Ataque DDoS,45,Ingeniería social,7,175,31193
Botnet,17,Correo electrónico,7,36,6053
Troyano,25,Correo electrónico,5,118,1056
Phishing,61,Correo electrónico,6,24,4610
Troyano,65,Descarga de archivos,8,89,15236
Troyano,62,Sitio web comprometido,5,78,9020
Gusano (Worm),40,Correo electrónico,6,26,7549
Spyware,43,USB,3,48,5653
Spyware,42,Sitio web comprometido,4,51,5277
Ransomware,42,Vulnerabilidad de red,7,381,12198
Phishing,69,Correo electrónico,7,8,11685
Botnet,21,Sitio web comprometido,7,55,4168
Virus,33,Descarga de archivos,6,20,1920
Troyano,36,Correo electrónico,8,112,6884
Spyware,47,USB,4,58,770
Adware,32,Descarga de archivos,1,19,1321
Troyano,66,Sitio web comprometido,8,104,7979
Adware,32,Sitio web comprometido,2,13,1289
Phishing,99,Correo electrónico,6,25,1859
Rootkit,21,USB,9,230,36651
Rootkit,24,Vulnerabilidad de red,9,44,13823
Spyware,26,Sitio web comprometido,7,17,5009
Rootkit,5,Vulnerabilidad de red,7,200,17962
Adware,31,Descarga de archivos,2,9,1567
Spyware,32,Correo electrónico,6,54,3386
Ransomware,24,Vulnerabilidad de red,9,464,25043
Virus,61,Correo electrónico,7,11,910
Adware,80,Sitio web comprometido,1,17,828
Ransomware,45,Sitio web comprometido,10,393,21898
Ransomware,25,Descarga de archivos,10,324,34605
Ransomware,54,Vulnerabilidad de red,7,496,23316
Botnet,35,Descarga de archivos,9,146,16004
Botnet,31,Vulnerabilidad de red,9,120,19066
Virus,81,Correo electrónico,4,54,3107
Gusano (Worm),54,Vulnerabilidad de red,7,113,9155
Spyware,47,Correo electrónico,3,13,5236
Ataque DDoS,47,Vulnerabilidad de red,8,88,2294
Virus,57,Sitio web comprometido,5,2,3579
Spyware,20,Descarga de archivos,7,29,1981
Ataque DDoS,51,Vulnerabilidad de red,5,170,5760
Adware,79,Descarga de archivos,3,20,904
Troyano,45,Correo electrónico,9,112,3167
Adware,32,Descarga de archivos,1,2,162
Spyware,53,Descarga de archivos,5,43,4283
Phishing,49,Ingeniería social,6,77,1986
Adware,75,Correo electrónico,2,6,398
Botnet,24,Correo electrónico,9,70,2649
Rootkit,19,Descarga de archivos,8,160,18214
Phishing,61,Correo electrónico,5,39,10345
Ransomware,36,Sitio web comprometido,9,461,14515
Ataque DDoS,37,Ingeniería social,10,17,7805
Ataque DDoS,46,Vulnerabilidad de red,6,83,25889
Gusano (Worm),20,Vulnerabilidad de red,7,62,15749
Virus,85,Correo electrónico,5,62,7139
Ransomware,29,Vulnerabilidad de red,10,237,8312
Spyware,23,Correo electrónico,4,33,2772
Botnet,39,Descarga de archivos,8,193,17293
Phishing,49,Correo electrónico,6,21,13251
Gusano (Worm),57,Vulnerabilidad de red,9,123,13432
Rootkit,32,Descarga de archivos,9,102,7861
Spyware,39,Sitio web comprometido,5,35,1948
Adware,84,Descarga de archivos,1,18,213
Spyware,26,USB,5,42,4929
Virus,66,Descarga de archivos,6,3,1867
Adware,89,Correo electrónico,3,8,193
Rootkit,6,Descarga de archivos,7,102,3362
Ransomware,53,Correo electrónico,10,130,46483
Adware,76,Correo electrónico,3,10,1634
Spyware,20,USB,5,16,5785
Spyware,46,Descarga de archivos,7,48,4396
Ransomware,20,Sitio web comprometido,7,100,41331
Ransomware,31,Correo electrónico,9,114,19795
Rootkit,10,USB,10,116,4012
Troyano,28,Correo electrónico,7,87,13008
Gusano (Worm),42,Correo electrónico,5,114,13037
Phishing,55,Correo electrónico,8,39,7201
Virus,45,Correo electrónico,5,61,6047
Adware,51,Descarga de archivos,2,13,550
Ataque DDoS,48,Ingeniería social,9,98,13235
Spyware,20,Descarga de archivos,4,8,1563
Virus,30,Descarga de archivos,3,17,2716
Ransomware,37,Correo electrónico,10,219,20318
Virus,52,Descarga de archivos,5,38,3547
Spyware,59,Descarga de archivos,7,22,1044
Adware,49,Descarga de archivos,1,1,1806
Troyano,26,Descarga de archivos,8,66,14906
Phishing,69,Ingeniería social,5,60,14489
Botnet,46,Vulnerabilidad de red,8,84,17702
Phishing,95,Ingeniería social,4,25,2378
Ransomware,51,Correo electrónico,7,444,45442
Troyano,33,Descarga de archivos,9,87,3680
Ransomware,14,Vulnerabilidad de red,8,129,23938
Virus,30,Correo electrónico,7,23,5580
Phishing,100,Sitio web comprometido,7,46,5670
Gusano (Worm),61,USB,6,140,17565
Ransomware,46,Correo electrónico,8,478,19506
Adware,40,Sitio web comprometido,2,10,1171
Rootkit,19,USB,9,201,21636
Adware,58,Descarga de archivos,4,4,1955
Rootkit,26,Sitio web comprometido,7,103,32208
Gusano (Worm),42,Vulnerabilidad de red,9,84,14403
Spyware,25,Sitio web comprometido,5,18,1947
Virus,64,Sitio web comprometido,5,2,4094
Virus,83,Descarga de archivos,5,25,835
Spyware,22,Sitio web comprometido,7,31,3165
Ataque DDoS,42,Vulnerabilidad de red,10,109,28661
Spyware,55,Descarga de archivos,5,53,1090
Ataque DDoS,20,Ingeniería social,5,138,28353
Ransomware,36,Correo electrónico,7,201,12808
Rootkit,18,Sitio web comprometido,10,50,24760
Botnet,45,Correo electrónico,7,24,13482
Botnet,40,Correo electrónico,8,68,20159
Botnet,46,Descarga de archivos,9,72,22749
Ataque DDoS,19,Vulnerabilidad de red,7,19,14127
Virus,38,Descarga de archivos,5,65,1210
Spyware,23,Correo electrónico,7,41,1896
Troyano,42,Sitio web comprometido,6,29,6524
Gusano (Worm),22,Correo electrónico,5,61,10103
Ataque DDoS,42,Vulnerabilidad de red,9,53,11898
Phishing,57,Correo electrónico,6,63,11588
Phishing,64,Ingeniería social,6,44,3386
Ransomware,35,Descarga de archivos,9,499,23559
Phishing,83,Ingeniería social,4,24,2744
Adware,81,Sitio web comprometido,3,18,995
Virus,81,Descarga de archivos,7,5,4276
Phishing,91,Correo electrónico,6,92,10187
Ransomware,24,Sitio web comprometido,8,449,25691
Phishing,48,Sitio web comprometido,5,91,10780
Adware,82,Sitio web comprometido,3,20,1308
Adware,39,Sitio web comprometido,4,2,358
Phishing,46,Correo electrónico,6,24,3843
Virus,36,Correo electrónico,5,43,1807
Botnet,47,Descarga de archivos,7,179,13914
Troyano,36,Descarga de archivos,6,43,13795
Phishing,79,Correo electrónico,4,99,6409
Ransomware,43,Sitio web comprometido,8,266,32525
Botnet,10,Correo electrónico,6,70,11604
Virus,51,Descarga de archivos,5,77,3642
Botnet,46,Vulnerabilidad de red,5,43,22811
Spyware,21,Sitio web comprometido,7,48,3168
Ataque DDoS,15,Vulnerabilidad de red,7,36,29988
Ataque DDoS,56,Vulnerabilidad de red,9,75,23347
Phishing,53,Ingeniería social,5,36,5307
Spyware,44,Descarga de archivos,7,56,1221
Ataque DDoS,38,Vulnerabilidad de red,6,34,1042
Phishing,66,Ingeniería social,8,11,11296
Troyano,50,Descarga de archivos,6,21,12924
Ataque DDoS,45,Vulnerabilidad de red,5,152,2952
Phishing,62,Ingeniería social,4,50,14596
Adware,38,Correo electrónico,4,16,331
Phishing,40,Correo electrónico,4,76,10171
Ransomware,31,Sitio web comprometido,7,142,19220
Gusano (Worm),27,Correo electrónico,9,27,8265
Rootkit,5,Descarga de archivos,8,226,6250
Virus,49,Descarga de archivos,4,76,7208
Phishing,57,Sitio web comprometido,8,19,5054
Ransomware,45,Descarga de archivos,8,96,22542
Ataque DDoS,20,Ingeniería social,7,163,16807
Virus,80,Descarga de archivos,6,21,4640
Phishing,89,Correo electrónico,7,32,10359
Ataque DDoS,16,Sitio web comprometido,10,31,24591
Troyano,67,Ingeniería social,5,113,10840
Ataque DDoS,24,Sitio web comprometido,9,97,11448
Ransomware,19,Vulnerabilidad de red,9,465,29577
Troyano,42,Descarga de archivos,5,83,5023
